Faction_Name,Component_Type,Component_ID,FACTION_NAME,HOME_SYSTEM,COMMODITIES,STARTING_TECHNOLOGIES,BREAKTROUGH,Full_Rule_Text
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Ral Nel Destroyer,,,,,,Ral Nel Destroyer
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 1
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 8 (x1)
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Move,,,,,,Move: 4
The Ral Nel Consortium,FACTION_TECHNOLOGIES,This unit can use the SPACE CANNON ability of one of your structures in its space area; each linkship can trigger the same structure.,,,,,,This unit can use the SPACE CANNON ability of one of your structures in its space area; each linkship can trigger the same structure.
The Ral Nel Consortium,FACTION_TECHNOLOGIES,ANTI-FIGHTER BARRAGE 6,,,,,,ANTI-FIGHTER BARRAGE 6 (X3)
The Ral Nel Consortium,SPECIAL_UNITS,Linkship I,,,,,,Linkship I
The Ral Nel Consortium,SPECIAL_UNITS,Ral Nel Destroyer,,,,,,Ral Nel Destroyer
The Ral Nel Consortium,SPECIAL_UNITS,Cost,,,,,,Cost: 1
The Ral Nel Consortium,SPECIAL_UNITS,Combat,,,,,,Combat: 9 (x1)
The Ral Nel Consortium,SPECIAL_UNITS,Move,,,,,,Move: 3
The Ral Nel Consortium,SPECIAL_UNITS,This unit can use the SPACE CANNON ability of one of your structures in its space area; each structure can only be triggered once.,,,,,,This unit can use the SPACE CANNON ability of one of your structures in its space area; each structure can only be triggered once.
The Ral Nel Consortium,FLAGSHIP,Last Dispatch,,,,,,Last Dispatch:
The Ral Nel Consortium,FLAGSHIP,Cost,,,,,,Cost: 8
The Ral Nel Consortium,FLAGSHIP,Combat,,,,,,Combat: 8 (x2)
The Ral Nel Consortium,FLAGSHIP,Move,,,,,,Move: 2
The Ral Nel Consortium,FLAGSHIP,Capacity,,,,,,Capacity: 4
The Ral Nel Consortium,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
The Ral Nel Consortium,FLAGSHIP,"When this unit retreats, you may destroy 1 ship in the active system that does not have SUSTAIN DAMAGE.",,,,,,"When this unit retreats, you may destroy 1 ship in the active system that does not have SUSTAIN DAMAGE."
The Ral Nel Consortium,MECH,Alarum,,,,,,Alarum:
The Ral Nel Consortium,MECH,Cost,,,,,,Cost: 2
The Ral Nel Consortium,MECH,Combat,,,,,,Combat: 6
The Ral Nel Consortium,MECH,Sustain Damage,,,,,,Sustain Damage
The Ral Nel Consortium,MECH,"At the end of a round of combat on this planet, you may move up to 2 of your ground forces to this planet from planets in adjacent systems.",,,,,,"At the end of a round of combat on this planet, you may move up to 2 of your ground forces to this planet from planets in adjacent systems."
The Ral Nel Consortium,AGENT,Kan Rip Kel,,,,,,Kan Rip Kel:
The Ral Nel Consortium,AGENT,ACTION,,,,,,ACTION: Exhaust this card to draw 2 action cards; give 1 of those cards to another player.
The Ral Nel Consortium,COMMANDER,Watchful OJZ,,,,,,Watchful OJZ
The Ral Nel Consortium,COMMANDER,Unlock,,,,,,Unlock: Be the last player to pass during the action phase
The Ral Nel Consortium,COMMANDER,When you declare a retreat,,,,,,When you declare a retreat:
The Ral Nel Consortium,COMMANDER,Immediately retreat up to 2 of your ships from the active system to an adjacent system that does not contain another player's ships. Place a command token from your reinforcements into that system.,,,,,,Immediately retreat up to 2 of your ships from the active system to an adjacent system that does not contain another player's ships. Place a command token from your reinforcements into that system.
The Ral Nel Consortium,HERO,Signal Intrusion,,,,,,Signal Intrusion:
The Ral Nel Consortium,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
The Ral Nel Consortium,HERO,After the last player passes,,,,,,"After the last player passes: You may choose to no longer be passed; if you do, gain 2 command tokens, draw 1 action card, and purge this card."
The Ral Nel Consortium,PROMISSORY_NOTE,Nano-Link Permit,,,,,,Nano-Link Permit:
The Ral Nel Consortium,PROMISSORY_NOTE,After you activate a system,,,,,,After you activate a system:
The Ral Nel Consortium,PROMISSORY_NOTE,You may move your structures from adjacent systems that do not contain your command,,,,,,You may move your structures from adjacent systems that do not contain your command
The Ral Nel Consortium,PROMISSORY_NOTE,tokens onto planets you control in the active system.,,,,,,tokens onto planets you control in the active system.
The Ral Nel Consortium,PROMISSORY_NOTE,"Then, return this card to the Ral Nel player.",,,,,,"Then, return this card to the Ral Nel player."
The Ral Nel Consortium,BREAKTHROUGH,Data Skimmer,,,,,,Data Skimmer: Y<>G
The Ral Nel Consortium,BREAKTHROUGH,"During the action phase, if you have not passed, when other players would discard action cards, they are placed on this card instead When you pass, take 1 action card from this card and discard the rest.",,,,,,"During the action phase, if you have not passed, when other players would discard action cards, they are placed on this card instead When you pass, take 1 action card from this card and discard the rest."
The Ral Nel Consortium,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
The Ral Nel Consortium,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
The Ral Nel Consortium,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
The Ral Nel Consortium,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
The Ral Nel Consortium,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
The Ral Nel Consortium,STARTING_FLEET,1 Space dock,,,,,,1 Space dock
The Ral Nel Consortium,STARTING_FLEET,2 PDS,,,,,,2 PDS
Crimson Rebellion,FACTION_SUMMARY,Crimson Rebellion,Crimson Rebellion,"Ahk Creuxx: 4/2
The Sorrow",4,Choose one blue or red technology with no prerequisites,,
Crimson Rebellion,FACTION_ABILITIES,Sundered,,,,,,Sundered:
Crimson Rebellion,FACTION_ABILITIES,You cannot use wormholes other than epsilon wormholes. Other players' units that move or are placed into your home system are destroyed.,,,,,,You cannot use wormholes other than epsilon wormholes. Other players' units that move or are placed into your home system are destroyed.
Crimson Rebellion,FACTION_ABILITIES,Incursion,,,,,,Incursion:
Crimson Rebellion,FACTION_ABILITIES,"When you activate a system that contains a breach, you may flip that breach; systems that contain active breaches are adjacent. At the end of the status phase, any player with ships in a system that contains an active breach may remove that breach.",,,,,,"When you activate a system that contains a breach, you may flip that breach; systems that contain active breaches are adjacent. At the end of the status phase, any player with ships in a system that contains an active breach may remove that breach."
Crimson Rebellion,FACTION_ABILITIES,Sea of Tears,,,,,,Sea of Tears:
Crimson Rebellion,FACTION_ABILITIES,"When you create the game board, place the Sorrow",,,,,,"When you create the game board, place the Sorrow (tile 94) where your home system would be placed, and place a inactive breach in it. The Sorrow is not a home system. Then, place your home system (tile 118) in your play area."
Crimson Rebellion,FACTION_TECHNOLOGIES,Exile II,,,,,,Exile II: (RR)
Crimson Rebellion,FACTION_TECHNOLOGIES,Crimson Rebellion Destroyer,,,,,,Crimson Rebellion Destroyer
Crimson Rebellion,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 1
Crimson Rebellion,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 7 (x1)
Crimson Rebellion,FACTION_TECHNOLOGIES,Move,,,,,,Move: 2
Crimson Rebellion,FACTION_TECHNOLOGIES,ANTI-FIGHTER BARRAGE 6,,,,,,ANTI-FIGHTER BARRAGE 6 (x3)
Crimson Rebellion,FACTION_TECHNOLOGIES,"At the end of any player's combat in this unit's system or up to 2 systems away, you may place 1 active or inactive breach in that system.",,,,,,"At the end of any player's combat in this unit's system or up to 2 systems away, you may place 1 active or inactive breach in that system."
Crimson Rebellion,FACTION_TECHNOLOGIES,Subatomic Splicer,,,,,,Subatomic Splicer (Y):
Crimson Rebellion,FACTION_TECHNOLOGIES,"When one of your ships is destroyed, you may produce a ship of the same type at a space dock in your home system.",,,,,,"When one of your ships is destroyed, you may produce a ship of the same type at a space dock in your home system."
Crimson Rebellion,SPECIAL_UNITS,Exile I,,,,,,Exile I:
Crimson Rebellion,SPECIAL_UNITS,Crimson Rebellion Destroyer,,,,,,Crimson Rebellion Destroyer
Crimson Rebellion,SPECIAL_UNITS,Cost,,,,,,Cost: 1
Crimson Rebellion,SPECIAL_UNITS,Combat,,,,,,Combat: 8 (x1)
Crimson Rebellion,SPECIAL_UNITS,Move,,,,,,Move: 2
Crimson Rebellion,SPECIAL_UNITS,ANTI-FIGHTER BARRAGE 9,,,,,,ANTI-FIGHTER BARRAGE 9 (x2)
Crimson Rebellion,FLAGSHIP,Quietus,,,,,,Quietus:
Crimson Rebellion,FLAGSHIP,Cost,,,,,,Cost: 8
Crimson Rebellion,FLAGSHIP,Combat,,,,,,Combat: 5 (x2)
Crimson Rebellion,FLAGSHIP,Move,,,,,,Move: 1
Crimson Rebellion,FLAGSHIP,Capacity,,,,,,Capacity: 3
Crimson Rebellion,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Crimson Rebellion,FLAGSHIP,"While this unit is in a system that contains an active breach, other players units in systems with active breaches lose all their unit abilities",,,,,,"While this unit is in a system that contains an active breach, other players units in systems with active breaches lose all their unit abilities"
Crimson Rebellion,MECH,Revenant,,,,,,Revenant:
Crimson Rebellion,MECH,Cost,,,,,,Cost: 2
Crimson Rebellion,MECH,Combat,,,,,,Combat: 6
Crimson Rebellion,MECH,Sustain Damage,,,,,,Sustain Damage
Crimson Rebellion,MECH,DEPLOY,,,,,,"DEPLOY: During the Commit Ground Forces step of your tactical action in a system that contains an active breach, you may commit 1 mech, even if you have no units in the system."
Crimson Rebellion,MECH,SUSTAIN DAMAGE,,,,,,SUSTAIN DAMAGE
Crimson Rebellion,AGENT,Ahk Ravin,,,,,,Ahk Ravin:
Crimson Rebellion,AGENT,ACTION,,,,,,ACTION: Exhaust this card to choose 1 player. That player may swap the position of 2 of their ships in any systems; they may transport units when they swap.
Crimson Rebellion,COMMANDER,Ahk Siever,,,,,,Ahk Siever:
Crimson Rebellion,COMMANDER,Unlock,,,,,,Unlock: Place a breach token in a system that contains another player's unit.
Crimson Rebellion,COMMANDER,At the end of a combat between any players,,,,,,At the end of a combat between any players: Gain 1 commodity or convert 1 of your commodities to a trade good.
Crimson Rebellion,HERO,Homesick Phantom,,,,,,Homesick Phantom:
Crimson Rebellion,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Crimson Rebellion,HERO,Fragment Reality,,,,,,Fragment Reality:
Crimson Rebellion,HERO,When you produce ships,,,,,,"When you produce ships: You may place any of those ships onto this card. At the start of a space combat, you may purge this card to place all ships from this card into the active system."
Crimson Rebellion,PROMISSORY_NOTE,Sever,,,,,,Sever:
Crimson Rebellion,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Place this card faceup in your play area and place the sever token in a system that contains your units; wormholes in that system have no effect during movement.
Crimson Rebellion,PROMISSORY_NOTE,Remove the sever token and return this card to the Rebellion player at the end of the status phase.,,,,,,Remove the sever token and return this card to the Rebellion player at the end of the status phase.
Crimson Rebellion,BREAKTHROUGH,Resonance Generator,,,,,,Resonance Generator: B<>R
Crimson Rebellion,BREAKTHROUGH,"During your tactical actions, apply +1 to the move value of each of your ships that starts its movement in your home system or in a system that contains an active breach.",,,,,,"During your tactical actions, apply +1 to the move value of each of your ships that starts its movement in your home system or in a system that contains an active breach."
Crimson Rebellion,BREAKTHROUGH,ACTION,,,,,,ACTION: Exhaust this card to flip any breach or place an active breach in a non-home system that contains your units.
Crimson Rebellion,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Crimson Rebellion,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Crimson Rebellion,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Crimson Rebellion,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Crimson Rebellion,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Crimson Rebellion,STARTING_FLEET,1 Space dock,,,,,,1 Space dock
Crimson Rebellion,STARTING_FLEET,2 PDS,,,,,,2 PDS
Deepwrought Scholarate,FACTION_SUMMARY,Deepwrought Scholarate,Deepwrought Scholarate,Ikatena: 4/4,3,"During Setup, research Technology twice.",,
Deepwrought Scholarate,FACTION_ABILITIES,Research Team,,,,,,Research Team:
Deepwrought Scholarate,FACTION_ABILITIES,"When ground forces are committed, if your units on that planet are not already coexisting,",,,,,,"When ground forces are committed, if your units on that planet are not already coexisting,"
Deepwrought Scholarate,FACTION_ABILITIES,you may choose for your units to coexist.,,,,,,you may choose for your units to coexist.
Deepwrought Scholarate,FACTION_ABILITIES,Oceanbound,,,,,,Oceanbound:
Deepwrought Scholarate,FACTION_ABILITIES,"When your units begin coexisting on a planet, gain an ocean card and ready it. Any time you have more ocean cards than there are planets that contain your coexisting units, discard ocean cards until you do not.",,,,,,"When your units begin coexisting on a planet, gain an ocean card and ready it. Any time you have more ocean cards than there are planets that contain your coexisting units, discard ocean cards until you do not."
Deepwrought Scholarate,PROMISSORY_NOTE,Share Knowledge,,,,,,Share Knowledge:
Deepwrought Scholarate,PROMISSORY_NOTE,ACTION,,,,,,"ACTION: Place this card faceup in your play area and gain 1 non-faction, non-unit upgrade technology that the Deepwrought player owns; place that technology on this card."
Deepwrought Scholarate,PROMISSORY_NOTE,Return that technology to the deck and this card to the Deepwrought player at the end of the status phase.,,,,,,Return that technology to the deck and this card to the Deepwrought player at the end of the status phase.
Deepwrought Scholarate,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Deepwrought Scholarate,STARTING_FLEET,2 Cruisers,,,,,,2 Cruisers
Deepwrought Scholarate,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Deepwrought Scholarate,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Deepwrought Scholarate,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Deepwrought Scholarate,STARTING_FLEET,1 PDS,,,,,,1 PDS
The Firmament / Obsidian,FACTION_SUMMARY,The Firmament / Obsidian,The Firmament / Obsidian,"Cronos: 2/1
Tallin: 1/2

Cronos Hollow: 3/0
Tallin Hollow: 3/0",3,Choose one green or yellow technology that has no prerequisites,,
The Firmament / Obsidian,FACTION_ABILITIES,Plots within Plots,,,,,,Plots within Plots:
The Firmament / Obsidian,FACTION_ABILITIES,"You can score secret objectives already scored by other players if you fulfill their requirements; this does not count against your secret objective limit or the number you can score in a round. When you score another player's secret objective, do not gain a victory point; instead, place a facedown plot card into your play area with that player's control token on it.",,,,,,"You can score secret objectives already scored by other players if you fulfill their requirements; this does not count against your secret objective limit or the number you can score in a round. When you score another player's secret objective, do not gain a victory point; instead, place a facedown plot card into your play area with that player's control token on it."
The Firmament / Obsidian,FACTION_ABILITIES,Puppets of the Blade,,,,,,Puppets of the Blade:
The Firmament / Obsidian,FACTION_ABILITIES,"If you have at least 1 plot card in your play area, gain the following ability",,,,,,"If you have at least 1 plot card in your play area, gain the following ability:"
The Firmament / Obsidian,FACTION_ABILITIES,ACTION,,,,,,"ACTION: Purge The Firmament's faction sheet, leaders, planet cards, and promissory note. Then, gain all of the faction components for The Obsidian."
The Firmament / Obsidian,FACTION_ABILITIES,Nocturne,,,,,,Nocturne:
The Firmament / Obsidian,FACTION_ABILITIES,This faction cannot be chosen during setup.,,,,,,This faction cannot be chosen during setup.
The Firmament / Obsidian,FACTION_ABILITIES,The Blade's Orchestra,,,,,,The Blade's Orchestra:
The Firmament / Obsidian,FACTION_ABILITIES,"When this faction comes into play, flip your home system, double-sided faction components, and all of your in-play plot cards. Then, ready Cronos Hollow and Tallin Hollow if you control them.",,,,,,"When this faction comes into play, flip your home system, double-sided faction components, and all of your in-play plot cards. Then, ready Cronos Hollow and Tallin Hollow if you control them."
The Firmament / Obsidian,FACTION_ABILITIES,Marionettes,,,,,,Marionettes:
The Firmament / Obsidian,FACTION_ABILITIES,The player or players whose control tokens are on each plot card are the puppeted players for that plot.,,,,,,The player or players whose control tokens are on each plot card are the puppeted players for that plot.
The Firmament / Obsidian,PROMISSORY_NOTE,Black Ops,,,,,,Black Ops:
The Firmament / Obsidian,PROMISSORY_NOTE,"When you receive this card, if you are not the Firmament",,,,,,"When you receive this card, if you are not the Firmament:"
The Firmament / Obsidian,PROMISSORY_NOTE,"The Firmament player may place 1 facedown plot card in their play area with your control token on it. Then, gain 2 command tokens, gain 2 trade goods, and purge this card.",,,,,,"The Firmament player may place 1 facedown plot card in their play area with your control token on it. Then, gain 2 command tokens, gain 2 trade goods, and purge this card."
The Firmament / Obsidian,PROMISSORY_NOTE,Malevolency,,,,,,Malevolency:
The Firmament / Obsidian,PROMISSORY_NOTE,At the end of one of your tactical actions,,,,,,At the end of one of your tactical actions:
The Firmament / Obsidian,PROMISSORY_NOTE,Spend 1 influence to give this card to one of your neighbors; you can use this ability even if you are the Obsidian player.,,,,,,Spend 1 influence to give this card to one of your neighbors; you can use this ability even if you are the Obsidian player.
The Firmament / Obsidian,PROMISSORY_NOTE,"At the end of the status phase, if you are not the Obsidian player, remove 1 command token from your fleet pool and return it to your reinforcements.",,,,,,"At the end of the status phase, if you are not the Obsidian player, remove 1 command token from your fleet pool and return it to your reinforcements."
The Firmament / Obsidian,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
The Firmament / Obsidian,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
The Firmament / Obsidian,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
The Firmament / Obsidian,STARTING_FLEET,3 fighters,,,,,,3 fighters
The Firmament / Obsidian,STARTING_FLEET,3 infantry,,,,,,3 infantry
The Firmament / Obsidian,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
